797,'797',7097
798,'798',16221
799,'799',9889
800,'800',3503
801,'801',3842
802,'802',7978
803,'803',39053
804,'804',14083
805,'805',17417
806,'806',2544
807,'807',8369
808,'808',7034
809,'809',5194
810,'810',11638
811,'811',3810
812,'812',8040
813,'813',2088
814,'814',10027
815,'815',21824
816,'816',3414
817,'817',13892
818,'818',23835
819,'819',4027
820,'820',8540
821,'821',15289
822,'822',11160
823,'823',13916
824,'824',4737
825,'825',5096
826,'826',5956
827,'827',3278
828,'828',4665
829,'829',1929
830,'830',7767
831,'831',2400
832,'832',5461
833,'833',15132
834,'834',7570
835,'835',3199
836,'836',5198
837,'837',2348
838,'838',1922
839,'839',25764
840,'840',8224
841,'841',14306
842,'842',7083
843,'843',8019
844,'844',4425
845,'845',6028
846,'846',2019
847,'847',17685
848,'848',5318
849,'849',21768
850,'850',3982
851,'851',3357
852,'852',12315
853,'853',2486
854,'854',2293
855,'855',3287
856,'856',19535
857,'857',20085
858,'858',9270
859,'859',17119
860,'860',15239
861,'861',20491
862,'862',5907
863,'863',36046
864,'864',24890
865,'865',9022
866,'866',5446
867,'867',9889
868,'868',6886
869,'869',4222
870,'870',1605
871,'871',2638
872,'872',5999
873,'873',2041
874,'874',4256
875,'875',11644
876,'876',6404
877,'877',4595
878,'878',23609
879,'879',32374
880,'880',1916
881,'881',2315
882,'882',18731
883,'883',9310
884,'884',15163
885,'885',3650
886,'886',2344
887,'887',4735
888,'888',2257
889,'889',26501
890,'890',5151
891,'891',2100
892,'892',2512
893,'893',12634
894,'894',8582
895,'895',5810
896,'896',6006
897,'897',5064
898,'898',8588
899,'899',8112
900,'900',9889
